Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
1796,Pilot Lamp TEKNIC LED Blue 2PLBR6L230VAC                                                            ,NOS.,419.805,#N/A,,
1797,Pilot Lamp TEKNIC LED Blue 2PLBR6L24VDC                                                            ,NOS.,401.25,#N/A,,
3230,Pilot Lamp TEKNIC LED Blue 2PLBR6L415VAC,NOS.,442.5,#N/A,,
1802,Pilot Lamp TEKNIC LED Green 2PLBR3L110VAC                                                          ,NOS.,137.53,#N/A,,
1798,Pilot Lamp TEKNIC LED Green 2PLBR3L230VAC                                                           ,NOS.,199.354,#N/A,,
12361,Pilot Lamp TEKNIC LED Green 2PLBR3L24VAC/VDC  ,NOS.,198.114,#N/A,,
1799,Pilot Lamp TEKNIC LED Green 2PLBR3L24VDC                                                            ,NO.,0,#N/A,,
1800,Pilot Lamp TEKNIC LED Green 2PLBR3L415VAC                                                          ,NOS.,233.857,#N/A,,
1810,Pilot Lamp TEKNIC LED Red 2PLBR4L110VAC                                                             ,NOS.,197.08,#N/A,,
1803,Pilot Lamp TEKNIC LED Red 2PLBR4L230VAC                                                             ,NOS.,197.788,#N/A,,
12360,Pilot Lamp TEKNIC LED Red 2PLBR4L24VAC     ,NO.,0,#N/A,,
1790,Pilot Lamp TEKNIC LED Red 2PLBR4L24VDC/VAC                                                              ,NOS.,211.7,#N/A,,
1804,Pilot Lamp TEKNIC LED Red 2PLBR4L415VAC                                                             ,NOS.,226.765,#N/A,,
11662,Pilot Lamp TEKNIC LED Red 3PLBR4L24VDC          ,NOS.,215.35,#N/A,,
1788,Pilot Lamp TEKNIC LED Red Flasher Type 2PLBR4L230VAC                                                ,NOS.,120,#N/A,,
1805,Pilot Lamp TEKNIC LED White 2PLBR7L230VAC                                                           ,NOS.,126.65,#N/A,,
1792,Pilot Lamp TEKNIC LED White 2PLBR7L24VDC                                                            ,NOS.,176.25,#N/A,,
3418,Pilot Lamp TEKNIC LED Yellow 2PLBR8L110VAC,NOS.,146.2,#N/A,,
1808,Pilot Lamp TEKNIC LED Yellow 2PLBR8L110VAC                                                        ,NOS.,134.022,#N/A,,
1806,Pilot Lamp TEKNIC LED Yellow 2PLBR8L230VAC                                                          ,NOS.,200.349,#N/A,,
12359,Pilot Lamp TEKNIC LED Yellow 2PLBR8L24VAC  ,NOS.,134.46,#N/A,,
1801,Pilot Lamp TEKNIC LED Yellow 2PLBR8L24VDC/VAC                                                           ,NOS.,182.132,#N/A,,
1807,Pilot Lamp TEKNIC LED Yellow 2PLBR8L415VAC                                                          ,NOS.,259.88,#N/A,,
4762,Pilot Lamp TELEMECANIQUE Amber XB7-EV08BPN24VDC,NOS.,109.41,#N/A,,
1817,Pilot Lamp TELEMECANIQUE White XB7-EVO1BPN24VDC                                                     ,NOS.,105.32,#N/A,,
4252,Pilot Lamp TELEMECANIQUE Yellow XB7-EVO5BPN24VDC   ,NOS.,123.03,#N/A,,
28445,Plastic Pendent Enclosure Siemens 3SB5822-7AC3,SET,790.05,#N/A,,
17989,PLASTIC SILVER - BLACK ENGRAVING 3693A-302-LB,SET,0,#N/A,,
18613,PLASTIC SILVER - BLACK ENGRAVING 3968-302-LB-1,SET,0,#N/A,,
18337,PLASTIC SILVER - BLACK ENGRAVING 3968-302-LB-REV01,SET,0,#N/A,,
19349,PLASTIC SILVER - BLACK ENGRAVING 4473-302-LB,SET,0,#N/A,,
19774,PLASTIC SILVER - BLACK ENGRAVING 4480-302-LB,SET,0,#N/A,,
20301,PLASTIC SILVER - BLACK ENGRAVING 4480-302-LB  rev.01,SET,0,#N/A,,
18097,Plastic silver -black engraving as per drg no. 3793A-302-LB,SET,0,#N/A,,
21909,Plastic TR rating plate as per dwg no. H-STD-500-08,NO.,0,#N/A,,
24692,Plastic TRCC rating plate as per dwg no. H-STD-500-29,NOS.,35,#N/A,,
22113,PLate connector IGBT-537230,NOS.,32858.852,#N/A,,
17947,PLC  as per spec ENIO3546 - PLC - S01,NO.,0,#N/A,,
18803,PLC  as per spec ENIO4133D - PLC - S01,NO.,0,#N/A,,
18720,PLC & HMI as per specification No- ENO4105 PLC 00,SET,0,#N/A,,
26165,PLC & HMI Development Charges for project 7495,SET,21000,#N/A,,
19562,PLC & HMI program devlopment & testing wo.no.: 4105,SET,0,#N/A,,
15981,PLC & VFD  as per Spec. ENIO 1273 - PLC - S01,SET,0,#N/A,,
16185,PLC & VFD  as per Spec. ENIO1381- PLC- S01,NO.,0,#N/A,,
15694,PLC & VFD  sys. as per Specs. ENIO0898-PLC-S01,SET,0,#N/A,,
15667,PLC & VFD  sys. as per Specs. ENIO0955-PLC-S01,NO.,0,#N/A,,
10590,PLC & VFD  sys. as per Specs. ENIOBF0013-PLC-S01,SET,0,#N/A,,
16109,PLC & VFD SYS.AS PER SPECS ENIO1360-PLC-S01,SET,0,#N/A,,
26164,PLC and HMI development charges for project 7582,SET,30000,#N/A,,
8699,PLC AND WORKSTATION AS PER NPCIL SPEC. PB-E-774 ( W.O. 8109),SET,0,#N/A,,
17486,PLC as per sepc.ENIO3380CPLC-S01,NO.,0,#N/A,,
17634,PLC AS PER SEPCIFICATION SHEET ENIO3426-PLC-S01,NO.,0,#N/A,,
17479,PLC as per spec.ENIO3386-PLC-S01,SET,0,#N/A,,
18777,PLC AS PER SPECS  ENIO4087-PLC-S01,SET,0,#N/A,,
18772,PLC AS PER SPECS  ENIO4133-PLC-S01,SET,0,#N/A,,
19648,PLC AS PER SPECS  ENIO4516-PLC-S01,SET,0,#N/A,,
19823,PLC AS PER SPECS  ENIO4750-PLC-S01,SET,0,#N/A,,
19640,PLC as per specs ENIO04521-PLC-S01,SET,0,#N/A,,
15520,PLC AS PER SPECS ENIO0541-PLC-S01,NO.,0,#N/A,,
16477,PLC AS PER SPECS ENIO1714-PLC-S01,SET,0,#N/A,,
17102,PLC AS PER SPECS ENIO3020-PLC-S01,NO.,0,#N/A,,
14845,PLC as per specs. ENIO0230-PLC-S01,SET,0,#N/A,,
15187,PLC as per specs. ENIO0230-PLC-S01 REV.01,SET,0,#N/A,,
17602,PLC BASE MODULE FX3G60MRES 36I/P 24O/P,NOS.,28345,#N/A,,
26550,PLC memory card 6ES79548LC030AA0 for S7-1x 00 4 MB,NOS.,2600,#N/A,,
17669,PLC Mitsubhishi FX3G40MRES Base Module with 24I/P & 16 O/P,NOS.,23473,#N/A,,
5955,PLC Mitsubishi Fx1N14MR Base Module 8I/P 6O/P,NOS.,21000,#N/A,,
24271,PLC Mounting plate as per drg. no. 6494-302RC-2 (nVent part no - 28240154),NOS.,790,#N/A,,
18721,PLC PROGRAM DEVELOPMENT FOR PROJECT NO.- 4105,SET,0,#N/A,,
26549,PLC Siemens 6ES72141HG400XB0 CPU 1214C DC/DC/RLY 14DI/10DO/2AI,NOS.,23400,#N/A,,
26552,PLC Siemens 6ES72211BH320XB0 SM 1221 16DI 24VDC SINK/SOURCE,NOS.,7200,#N/A,,
26551,PLC Siemens 6ES7223-1PL32-0XB0 SM 1223 16DI/16DO 16DI DC 24 V,NOS.,11472.21,#N/A,,
26553,PLC Siemens 6ES72324HA300XB0 SB 1232 1 AO +/10VDC OR 0-20 MA,NOS.,6460,#N/A,,
28503,PLC SIEMENS EXPANDABLE MODULE LOGO! DM8 230R PU:115/230V,NOS.,2823.3,#N/A,,
26616,PLC Siemens License key for download 6ES78220AE050YA5 for S7-1200,SET,14474.59,#N/A,,
32539,PLC Siemens License key for download 6ES78220AE080YA5 for S7-1200,NOS.,18500,#N/A,,
28502,PLC SIEMENS LOGO! 230 RCE PS: 115V/230V   I/Orelay: 8DI/4DO,NOS.,5562,#N/A,,
34087,Plywood Sheet 12 mm size 800 x 600 mm,NOS.,193,#N/A,,
35671,Plywood sheet 12mm - 1210x470x470mm,NOS.,265,#N/A,,
35674,Plywood sheet 12mm - 1210x550x550mm,NOS.,338,#N/A,,
35668,Plywood sheet 12mm - 1210x610mm,NOS.,360,#N/A,,
30725,PLYWOOD SHEET 96mm L X 48mm W X 8mm THK,NOS.,26.7,#N/A,,
28417,Pneumatic cylinder # DSBC-32-180-PPVAN3 (FESTO PART No. 1463254) # 0501 3222,SET,3815.48,#N/A,,
31998,POF 1000 micron  HFBR Simplex 1mtr Pigtail,NOS.,552,#N/A,,
19010,Poly carbonate sheet as per drg no.- 4105-302-17_sh 1 of 1_ rev01,SET,0,#N/A,,
25572,POLY CARBONATE SHEET AS PER DRG. NO. 7525-302-PCS,SET,13358,#N/A,,
26757,Poly carbonet sheet as per drg. 9408-302-AHF-PCS,SET,863,#N/A,,
26758,Poly carbonet sheet as per drg. 9408-302-REC-PCS,SET,1830.5,#N/A,,
23816,Polyamide Knob Handle Darshana DKCSQS 25 M5X40MM,NO.,0,#N/A,,
32031,POLYCARBONATE AS PER DRAWING NUMBER 21177-307-PCS,SET,4567,#N/A,,
30045,Polycarbonate as per drg no. 20356-301-PCS,NOS.,49,#N/A,,
26089,Polycarbonate as per drg no. 9043-305-PCS,SET,500,#N/A,,
30233,POLYCARBONATE AS PER DRG NO.:MK534B-302-PCS REVA,SET,62,#N/A,,
30236,POLYCARBONATE AS PER DRG NO.:MK535B-302-PCS REVA,SET,49,#N/A,,
30239,POLYCARBONATE AS PER DRG NO.:MK536B-302-PCS REVA,SET,33,#N/A,,
33585,POLYCARBONATE GLASS FOR GSW01 AS PER DWG NO K1831-3,NOS.,73.018,#N/A,,
34218,POLYCARBONATE GLASS FOR MONITORING UNIT AS PER DWG NO H-STD-105-290,NOS.,68,#N/A,,
26343,Polycarbonate junction box 380X280X170mm Trinity touch,NOS.,2599.35,#N/A,,
25511,Polycarbonate Junction box HE-PC-3828 17G Trinity touch,NOS.,2599.35,#N/A,,
20520,POLYCARBONATE SHEET  4473-302-RWPCS,SET,0,#N/A,,
18154,Polycarbonate sheet as Drg. No. 3785-302-PCS,SET,0,#N/A,,
33074,POLYCARBONATE SHEET AS PER DRAWING NO. 21408-PCS-19,SET,57,#N/A,,
26241,Polycarbonate Sheet As Per Drg No 7668-302-AC-PCS,SET,5553,#N/A,,
27855,POLYCARBONATE SHEET AS PER DRG NO. 08012 -302-PCS,SET,509,#N/A,,
33778,Potential distributor phoniex 3273636-PTFIX 10/18X4-NS35 GY,NOS.,550,#N/A,,
29805,Potential distributors phoenix 3031047,NOS.,349.62,#N/A,,
105,Potentiometer Bourns 3590S-2-102 1K                                                                 ,NOS.,385,#N/A,,
106,Potentiometer Bourns 3590S-2-103L 10K                                                                ,NOS.,453.177,#N/A,,
25649,Potentiometer Bourns 3590S-2-104 100K,NOS.,1251.62,#N/A,,
107,Potentiometer Bourns Dial Vernier H23-6A                                                            ,NOS.,351.75,#N/A,,
1824,Potentiometer Pankaj 1k 1W Single Turn                                                              ,NOS.,28,#N/A,,
24023,Power & Energy Meter Schneider PM5350P CT I/P 5A Aux. Supply 85 - 265 V AC,NOS.,33100.2,#N/A,,
28190,Power module  Part no. - 292608,NOS.,133740.24,#N/A,,
34757,Power Module 15-20V/2X200 Amps - Article number 292329,NOS.,84891.29,#N/A,,
4228,POWER MODULE W. CAP 12-15V/2X250-300A PART NO 292328,NOS.,79934.869,153725,,
26502,POWER MODULE W. CAP 12-15V/2X250-300A Water - Part no. 29231301,NOS.,138011.49,252215,,
24291,Power Proline enclosure as per spec. nVent-CNM-11-18-007 rev 02 (nVent part no - 12820313),SET,39221,#N/A,,
29649,Power resistor Danotherm 300W 1 Kohm  GRF30/265L 1K0  R01177,NOS.,5801.78,#N/A,,
28904,Power Resistor Danotherm 300W 1Kohm (GRF30/265L 1K0),NOS.,128.74,#N/A,,
28903,Power Resistor OHMITE 225 W 100 Ohm (L225J100E),NOS.,128.74,#N/A,,
29698,Power Supply  340-550VAC- 10A (1-5M)  537935,NOS.,6699.351,16111,,
29699,Power Supply  340-550VAC- 20A (6-10M)  537936,NOS.,11315.211,24390,,
14643,POWER SUPPLY 10A PART NO- 536416,NOS.,7820.97,#N/A,,
33170,Power Supply 24VDC 20A 320-575VAC Part No.537207,NOS.,34438.16,#N/A,,
34462,POWER SUPPLY BOX PART NUMBER-A312500,NOS.,1992.08,#N/A,,
26178,POWER TRANSFORMER as per spec.no.ENO7668-ONANT01-EU REV.A,NOS.,3950200,#N/A,,
29488,PRM3   440/18 Rectifier Module - S9236412,NOS.,415258.5,#N/A,,
16677,PROFIBUS CONNECTOR 90° WITH PG SCREW CONNECT UL-PB-CON-PG-90-H  700-972-0BB12,NOS.,2133.5,#N/A,,
28665,Program PPR-02-292153,NOS.,1457.94,#N/A,,
23954,Protection cover as per drg no. A313405,NOS.,23733.67,#N/A,,
19453,Protection cover as per drg. 4132-301-28,SET,997,#N/A,,
15124,PROTECTION COVER FOR MK444G AS PER DRG .: A312075,NOS.,142.041,350,,
15125,PROTECTION COVER FOR MK469B AS PER DRG.: A312076,NOS.,123.584,350,,
12376,Protection Guard for Mushroom Push Button ZB4BZ1905  Telemecanique,NOS.,2168.6,#N/A,,
23377,PROTECTIVE COLLAR for EM stop Siemens 3SU1900-0EA30-0AA0,NOS.,712,#N/A,,
22822,Protective collar Siemens 3SB3921-0AK for Mushr. Push Button 22MM,NOS.,476,#N/A,,
24678,Protective collar Siemens 3SU1900-0DY30-0AA0 for Mushr. Push Button 22MM,NOS.,882.83,#N/A,,
27657,PRX3 440V/36A (25A)  PCR3 repl. kit- S9236453,SET,1078320.6,#N/A,,
28299,PS bridge - Ceramic Power Resistor  Type: 200W 100R,NOS.,1991.77,#N/A,,
28298,PS bridge - Diode (HV silicon stack)  Type: HDQL150KV/2.0A,NOS.,4145.704,#N/A,,
25323,PS Bridge Assembly  part no A01030,NOS.,32421.793,#N/A,,
24856,PT100 Sensor assly as per spec   ENIO / BF / PT100 Rev0,NOS.,1175,#N/A,,
22290,Pt-100 Sensor Washer Size : ID 8mm X 12.7mm OD in SS 304,NOS.,500,#N/A,,
12719,PT100 Sensor+5mtr teflon wire box type 55x25mm,NOS.,720,#N/A,,
26787,PT100 Sensors RAA436 RTD   Radix make,NOS.,2750,#N/A,,
32534,PT100 SENSORS TYPE PT100 B L360 600 U129,,740,#N/A,,
17620,PT100 SESOR AS PER DRG. 3045-302-35,NO.,0,#N/A,,
35607,Pt-100 Simplex Sensography Temp. Transducer,NOS.,804,#N/A,,
23291,PU Foam Gasket 15x6(THK) mm Black  D TYPE HARDNESS 30-40SHORE A,MTR,55,#N/A,,
24267,Push button Ill. LED  TE  PB6B2FM5M1CAL03 CAP-YELLOW LED-Red 125VAC/50VDC,NOS.,676.07,#N/A,,
23527,Push Button Illuminated E-Switch RP8100B2M1CEBLKREDRED  Red  24VDC,NOS.,396,#N/A,,
1832,Push Button Non ill. CONCARD Mushroom Type Red                                                      ,NOS.,400,#N/A,,
11672,Push button paramount TH25 16x16 sq. RED transparent Momentary,NOS.,248,#N/A,,
1858,Push Button SCHNEIDER  In. NO In.  Block ZBE-101N                                                         ,NOS.,42.7,#N/A,,
1857,Push Button SCHNEIDER  NC Block ZBE-102N                                                         ,NOS.,39.31,#N/A,,
14710,Push Button Schneider  Non-III Blue XB5AA61N,NO.,0,#N/A,,
4513,Push Button Schneider  Non-III GREEN XB5AA31N,NOS.,72,#N/A,,
4514,Push Button Schneider  Non-III Yellow XB5AA51N,NO.,0,#N/A,,
5188,Push Button Schneider Mushroom Type Red XB5-AS542N,NOS.,133.57,#N/A,,
1856,Push Button Schneider Red XB5AA42N                                                             ,NOS.,71.52,#N/A,,
33468,Push button Schneider ZB4BS844,NOS.,1924.14,#N/A,,
22233,Push button siemens  non-ill black 3SB50 00-0AB01,NOS.,43.51,#N/A,,
24134,Push button siemens  non-ill Blue 3SB5000-0AF01,NOS.,34.35,#N/A,,
12455,Push Button Siemens  Non-Ill Green 3SB50 00-0AE01,NOS.,52.67,#N/A,,
12441,Push Button Siemens  Non-Ill Red 3SB50 00-0AC01,NOS.,52.67,#N/A,,
12452,Push Button Siemens  Non-Ill Yellow 3SB5000-0AD01,NOS.,52.67,#N/A,,
23372,Push button siemens  non-ill yellow 3SU1030-0AB30-0AA0,NOS.,278,#N/A,,
23419,Push Button Siemens  Non-Ill Yellow 3SU1130-0AB30-1FA0,NO.,0,#N/A,,
7339,Push Button Siemens Black LED 3SB12020AF01,NOS.,64.13,#N/A,,
7338,Push Button Siemens Green LED 3SB12020AE01,NOS.,64.13,#N/A,,
15938,Push Button SIEMENS Ill LED GREEN 3SB50 01-0AE01-0PQ0,NOS.,62.663,#N/A,,
1833,Push Button SIEMENS ILL LED Type Amber 230V AC                                                      ,NOS.,115,#N/A,,
1834,Push Button SIEMENS ILL LED Type Green 230V AC                                                      ,NOS.,115,#N/A,,
15937,Push Button SIEMENS Ill LED Yellow 3SB50 01-0AD01-0PQ0,NOS.,64.12,#N/A,,
24111,Push button siemens ill Red 3SB5001-0AC01-0PQ0,NOS.,43.51,#N/A,,
1863,Push Button SIEMENS Mushroom NonIll Red                                                             ,NOS.,125,#N/A,,
7337,Push Button Siemens Mushroom Type Red 3SB12031AC01(ET),NOS.,143.54,#N/A,,
12440,Push Button Siemens Mushroom type Red 3SB52 03-0UC01,NOS.,192.36,#N/A,,
23356,Push button siemens mushroom type red 3SU11001HB201CF0,NOS.,1359.508,#N/A,,
7340,Push Button Siemens Red LED 3SB12030AC01,NOS.,143.54,#N/A,,
1850,Push Button TEKNIC Green NO Contact Block S1                                                        ,NOS.,80.3,#N/A,,
3374,Push Button TEKNIC III LED Yellow 2ALRF8L24VDC,NOS.,207.288,#N/A,,
1845,Push Button TEKNIC Ill LED Amber 2ALRF5L230VAC                                                     ,NOS.,139,#N/A,,
1840,Push Button TEKNIC Ill LED Amber 2ALRF5L24VDC                                                       ,NOS.,154.48,#N/A,,
23272,Push Button TEKNIC Ill LED BLUE 2ALRF6LB 24  VDC,NOS.,347.22,#N/A,,
3545,Push Button TEKNIC Ill LED Green 2ALRF3L110VAC,NOS.,133.45,#N/A,,
1842,Push Button TEKNIC Ill LED Green 2ALRF3L230VAC                                                      ,NOS.,218.887,#N/A,,
1841,Push Button TEKNIC Ill LED Green 2ALRF3L24VDC                                                       ,NOS.,232.14,#N/A,,
34510,Push Button TEKNIC Ill LED Green P2ALRF3L 230VAC    ,NOS.,178.85,#N/A,,
3546,Push Button TEKNIC Ill LED Red 2ALRF4L110VAC,NOS.,133.99,#N/A,,
1846,Push Button TEKNIC Ill LED Red 2ALRF4L230VAC                                                       ,NOS.,225.423,#N/A,,
1843,Push Button TEKNIC Ill LED Red 2ALRF4L24VDC                                                        ,NOS.,219,#N/A,,
1847,Push Button TEKNIC Ill LED White 2ALRF7L230VAC                                                     ,NOS.,139,#N/A,,
20776,Push Button TEKNIC Ill LED Yellow 2ALRF8L 24  VDC,NOS.,185.3,#N/A,,
3544,Push Button TEKNIC Ill LED Yellow 2ALRF8L110VAC,NOS.,159,#N/A,,
1844,Push Button TEKNIC Ill LED Yellow 2ALRF8L230VAC                                                     ,NOS.,218.864,#N/A,,
1839,Push Button TEKNIC Mushroom Type Red 2AML4                                                         ,NOS.,150.38,#N/A,,
34509,Push Button TEKNIC Mushroom Type Red P2AML4                                                         ,NOS.,109.5,#N/A,,
1848,Push Button TEKNIC Mushroom Key Red 2AMLKB4                                                       ,NOS.,270.1,#N/A,,
1853,Push Button TEKNIC Non-Ill Black 2AF2                                                              ,NOS.,63.737,#N/A,,
1851,Push Button TEKNIC Non-Ill Blue 2AF6                                                                ,NOS.,38,#N/A,,
1854,Push Button TEKNIC Non-Ill Green 2AF3                                                              ,NOS.,62.05,#N/A,,
1855,Push Button TEKNIC Non-Ill Red 2AF4                                                                ,NOS.,60.37,#N/A,,
1852,Push Button TEKNIC Non-Ill Yellow 2AF8                                                              ,NOS.,50.769,#N/A,,
1849,Push Button TEKNIC Red NC Contact Block S2                                                          ,NOS.,80.3,#N/A,,
4578,Push Button TELEMECANIQUE Amber XB5-AW38B1N 24VDC,NOS.,204.16,#N/A,,
1830,Push Button TELEMECANIQUE Mushroom Type Red XB5-AS442N                                              ,NO.,0,#N/A,,
4512,Push Button TELEMECANIQUE Non-Ill Black XB5-AA21N,NOS.,72,#N/A,,
1860,Push Button TELEMECANIQUE Yellow XB5-AW35B1N24VDC                                                   ,NOS.,125,#N/A,,
1859,Push Button TELIMECANIQUE Green XB5AW33MPN230VAC                                                    ,NOS.,209.97,#N/A,,
11679,Push button TH25 16x16 sq. GREEN transparent Momentary,NOS.,248,#N/A,,
11674,Push button TH25 16x16 sq. Orange transparent exp. Bezel Momentory with lable,NOS.,248,#N/A,,
11670,Push button TH25 16x16 sq. White   transparent Latcheable,NOS.,248,#N/A,,
11673,Push button TH25 16x16 sq. YELLOW transparent Momentary,NOS.,248,#N/A,,
22586,PUSH GUARD SOCKET 22.5 mm YELLOW COLOR,NOS.,119.915,#N/A,,
33961,PUSH LOCK HOSE 801 PLUS-8-RED-REEL,MTR,576.4,#N/A,,
27735,Rectifier module  PRM3  440V 18A - S9236402,NOS.,410035.19,#N/A,,
14923,Rectifier Panel 489 V / 5350 A,NO.,0,#N/A,,
18709,Rectifier Panel Enclosure  Rittal  As per DRG - 4015-FAB-01,SET,0,#N/A,,
15519,RECTIFIER TRANSFORMER 3-PH WITH CP  90KV(P)/500mA,NO.,0,#N/A,,
28627,Rectifier unit 3-phase 35A 1400V 533853,NOS.,3230.38,5321,,
5455,Relay Base IDEC 2C/O SY2S-05D,NOS.,69.37,#N/A,,
25362,Relay Base IDEC 4C/O SN4S-05D   ,NOS.,91.42,#N/A,,
30868,Relay Base IDEC 4C/O SY4S-05,NOS.,531.333,#N/A,,
1901,Relay Base IDEC 4C/O SY4S-05D                                                                                 ,NOS.,81,#N/A,,
24828,Relay Base PHOENIX 2907521 ECOR-2-BSC3/4X21,NOS.,138.36,#N/A,,
17272,Relay Base RXZE1M2C,NO.,0,#N/A,,
1903,Relay IDEC 2C/0 24VDC LED,NOS.,191.35,#N/A,,
1904,Relay IDEC 4C/0 230VAC LED RU4S-C-A220                                                                          ,NOS.,282.009,#N/A,,
1905,Relay IDEC 4C/0 24VDC LED                                                                           ,NOS.,283.902,#N/A,,
2936,Relay IDEC 4C/O 110VAC LED RU4S-C-A110,NOS.,284.861,#N/A,,
4229,Relay IDEC 4C/O 24VAC LED RU4S-C-A24,NOS.,219.426,#N/A,,
1906,Relay IDEC Retaining Clips SFA-502                                                                          ,NOS.,11.093,#N/A,,
9280,Relay module  PHOENIX PC24D08-2COB  24VDC DPDT,NOS.,1362,#N/A,,
24831,Relay module  PHOENIX UM- 8RM/G2R/230AC/21-21  230VAC DPDT,NOS.,3025,#N/A,,
34793,RELAY MODULE PLC-RPT- 24UC/21 PART.NO.539297,Nos.,1539.32,#N/A,,
1908,Relay OEN 67DP122C3PC                                                                               ,NOS.,1500,#N/A,,
1909,Relay OEN 67DP242C3PC                                                                               ,NOS.,125,#N/A,,
21671,Relay OMRON 4PDT MY4-GS  24 VAC  3A,NOS.,188,#N/A,,
17914,Relay Omron base PYF14A-TU-  Make befor break type,NO.,0,#N/A,,
4367,Relay Omron Clip PYC-A1,NOS.,10.069,#N/A,,
17915,Relay Omron G2A-434A-N  AC200/220-Make befor break type,NO.,0,#N/A,,
